2M++,2M++,"Cosmicflows-3 Distances","Cosmicflows-3 Distances","Cosmicflows-3 Distances","Cosmicflows-3 Distances"
pgc,Ks,Vcmb,Dist,Nd,RAJ,DeJ
%7s,%5.2f,%5d,%6.2f,%1d,%8s,%9s
---,mag,km/s,Mpc,,hms,damas
"The Catalogue of Principal Galaxies (PGC) Number","Apparent Ks 20 mag/as^2 isophote magnitude adjusted for cosmological surface brightness dimming, extinction, filter redshift response, and stellar evolution, as defined by Lavaux and Hudson","Velocity in Cosmic Microwave Background frame","Luminosity distance (weighted average if more than one source)","Number of distance sources","Right Ascension (J2000)","Declination (J2000)"
8093,10.12,4290,,,,
8094,12.16,9439,169.82,1,020729.4,-350903
8097,11.23,10878,,,,
8098,11.28,8083,,,,
8100,11.93,11601,,,,
8101,,,118.58,1,020728.6,+091006
8110,11.08,6850,,,,
8117,11.01,9420,,,,
8119,11.59,8009,132.43,1,020742.6,-655540
8120,10.05,6043,,,,
8121,9.01,2734,,,,
8126,10.63,5928,,,,
8127,10.78,6300,,,,
8128,10.48,6700,,,,
8130,11.44,13073,,,,
8132,,,95.50,1,020755.9,+433519
8133,11.88,9567,,,,
8134,11.60,9370,,,,
8144,12.44,9897,,,,
8145,12.06,9310,,,,
8146,,,62.81,1,020804.0,+281955
8151,10.71,5177,,,,
8156,12.39,8346,,,,
8159,11.53,9415,140.60,1,020820.7,-243250
8160,7.94,1484,23.23,1,020821.1,+105942
8165,9.85,4150,65.46,2,020825.0,+142058
8167,11.05,3181,38.02,1,020827.7,+062341
8171,,,77.98,1,020830.9,+185942
8173,10.04,3135,83.18,2,020832.4,+061925
8174,10.85,6323,,,,
8178,11.23,10577,,,,
8179,10.76,9971,,,,
8181,11.69,9369,,,,
8182,11.25,3800,,,,
8185,9.59,4009,58.08,2,020844.5,+384638
8187,12.48,20110,,,,
8195,11.03,6302,,,,
8196,9.87,3190,51.29,1,020856.3,+075816
8199,10.41,4765,,,,
8200,10.42,3710,,,,
8201,10.08,3595,,,,
8205,,,60.81,1,020902.2,+060930
8217,,,59.16,1,020911.6,+371239
8220,10.83,4614,,,,
8223,9.75,5201,67.61,1,020918.3,-232454
8225,9.59,3580,,,,
8228,9.07,3924,,,,
8230,10.93,4615,,,,
8232,9.82,1658,22.91,2,020928.3,-094048
8233,10.98,19433,,,,
8234,12.50,4958,,,,
8235,,,115.35,1,020929.9,+213602
8237,,,76.56,1,020926.5,+371529
8238,12.01,4588,,,,
8242,11.95,13221,,,,
8244,11.16,16066,,,,
8245,,,64.57,1,020932.6,+211449
8246,12.27,7061,,,,
8249,9.72,11071,,,,
8250,9.85,3608,,,,
8251,10.59,4574,,,,
8254,9.96,3596,,,,
8258,9.71,3577,35.97,1,020950.8,-074545
8260,,,65.16,1,020954.0,+105739
8263,10.78,10550,,,,
8265,11.18,4653,,,,
8266,,,105.68,1,020956.9,+160157
8268,,,76.21,1,020956.5,+381042
8270,10.91,6549,,,,
8275,12.04,19488,,,,
8276,11.83,3523,,,,
8279,9.64,3187,54.45,1,021006.2,-325623
8281,,,54.95,1,021008.9,+073845
8283,9.11,5142,,,,
8286,11.44,5310,,,,
8287,,,52.00,1,021011.9,+413344
8288,11.64,12174,,,,
8293,10.57,7003,92.90,1,021016.2,+075043
8294,10.54,5308,,,,
8295,,,19.41,2,021015.3,-094223
8296,10.78,7698,,,,
8297,11.46,5353,84.72,1,021016.2,-222554
8299,10.69,3796,,,,
8301,,,79.43,1,021018.4,+383536
8302,,,64.27,1,021022.5,+011204
8304,10.82,4069,68.87,1,021024.9,-220317
8311,10.70,5651,,,,
8317,11.24,12475,,,,
8318,,,90.36,1,021037.7,+055212
8319,11.56,1376,,,,
8325,,,88.31,1,021039.6,-223908
8326,10.30,8124,111.69,3,021041.1,-750215
8327,10.82,13647,,,,
8329,11.45,12767,149.28,1,021043.2,-063447
8330,11.94,12767,,,,
8331,11.07,4817,,,,
8334,,,177.01,1,021048.6,+345904
8337,11.71,14282,,,,
8340,11.31,13077,,,,
8341,9.61,5013,83.18,1,021054.7,-392157
8344,11.42,12554,,,,
8348,10.78,4821,,,,
8351,11.11,4099,49.43,1,021059.8,+374926
8352,9.84,4358,48.98,1,021101.3,+373959
8355,,,46.13,1,021102.7,+171158
8358,10.85,5733,54.70,1,021108.3,-003917
8365,,,98.63,1,021111.7,+384527
8369,10.01,7846,93.76,1,021113.7,-012908
8370,10.46,7414,,,,
8372,9.54,4305,55.21,2,021117.3,+372949
8375,11.62,9506,,,,
8376,12.30,11511,,,,
8379,,,121.90,1,021125.3,+155355
8380,11.28,5155,,,,
8381,10.18,7770,,,,
8388,10.38,6090,75.51,1,021130.7,-355006
8390,10.96,4104,,,,
8392,11.39,8055,96.83,1,021132.6,-730943
8393,,,48.08,1,021134.9,+313033
8396,10.78,5908,92.90,2,021138.5,+340239
8397,10.80,1303,,,,
8399,10.47,7480,,,,
8400,,,77.98,1,021143.9,-062924
8402,11.98,4142,81.66,1,021146.4,-195521
8404,,,66.07,1,021146.3,-181557
8405,11.60,12737,143.88,1,021146.9,-055455
8406,,,77.98,1,021200.2,+140058
8411,10.89,8942,,,,
8413,11.26,5157,,,,
8415,11.01,9173,119.12,1,021156.3,-202234
8417,,,87.10,1,021157.4,+291849
8422,11.92,6290,,,,
8428,10.89,7670,,,,
8429,11.30,10955,123.03,1,021214.7,-023004
8430,9.21,4900,,,,
8432,11.67,17069,,,,
8433,10.14,5418,,,,
8435,10.88,10972,162.93,1,021220.4,-020830
8436,12.47,13792,132.43,1,021215.4,-500435
8438,10.21,4195,43.05,1,021219.8,+372838
8439,11.23,11925,115.88,1,021219.7,-004842
8445,10.92,6084,,,,
8451,11.32,12097,,,,
8452,,,77.98,1,021231.0,+165119
8455,9.64,3244,,,,
8457,10.84,7668,,,,
8458,,,153.46,1,021238.9,-485732
8469,11.00,10731,,,,
8480,11.75,2246,45.92,2,021254.7,-191900
8482,12.17,34298,,,,
8484,,,4.31,1,021255.1,+324849
8487,9.95,5371,,,,
8489,,,124.17,1,021311.3,+093039
8491,12.30,11924,,,,
8492,11.47,5871,,,,
8494,11.06,9178,,,,
8496,11.19,12964,,,,
8498,11.01,12751,201.37,1,021310.9,-062027
8499,,,107.65,1,021311.7,-705447
8500,11.14,10552,139.32,1,021322.5,-030521
8501,10.52,10828,93.33,1,021322.3,-022032
8502,10.56,4626,,,,
8504,10.92,4601,,,,
8505,11.18,10333,,,,
8511,11.71,16026,263.03,1,021314.1,-140027
8513,11.93,10181,141.91,1,021326.0,-185000
8517,11.42,4594,,,,
8520,,,51.76,1,021333.9,+255119
8521,10.60,4730,,,,
8526,10.56,5737,,,,
8527,,,143.22,1,021338.1,+163538
8528,11.00,5073,,,,
8543,,,113.24,1,021348.8,+164750
8547,12.34,17698,,,,
8553,10.96,4105,,,,
8554,11.56,8789,,,,
8556,10.40,7952,140.60,1,021404.3,+162721
8557,,,8.83,1,021403.6,+275236
8562,11.16,8800,,,,
8563,11.71,9419,134.90,1,021406.0,-124913
8565,10.98,10800,,,,
8566,11.66,1892,,,,
8567,11.94,19570,,,,
8568,,,55.21,1,021412.9,-310857
8570,11.50,9061,,,,
8571,,,281.84,1,021417.3,+073518
8576,11.13,7901,,,,
8581,10.70,4733,51.05,1,021426.0,-072205
8583,12.15,13951,,,,
8584,11.86,6144,,,,
8586,9.72,7634,,,,
8587,10.87,4408,,,,
8588,,,209.89,1,021434.0,-495341
8589,10.73,4769,73.45,1,021430.3,-131548
8593,11.57,12764,151.36,1,021435.9,-071836
8598,11.16,11129,,,,
8599,,,69.82,2,021450.6,+312813
8600,12.16,15886,,,,
8604,12.11,9379,,,,
8606,10.83,8595,,,,
8609,,,66.37,1,021504.2,+324329
8610,11.26,15695,208.93,3,021504.6,-204604
8616,10.45,7695,,,,
8617,10.08,8053,,,,
8619,11.08,10861,,,,
8624,,,59.70,1,021520.6,+220021
8626,11.21,17255,,,,
8627,11.84,9048,,,,
8629,11.29,4084,56.75,1,021525.2,-174651
8631,,,16.52,1,021527.6,+060007
8632,,,127.06,1,021529.9,+135133
8636,10.08,7933,,,,
8639,12.40,9216,,,,
8642,,,59.70,1,021544.1,+251223
8649,9.44,3444,66.99,1,021550.0,-311203
8651,11.21,10090,97.72,1,021551.7,-185451
8652,10.77,7965,,,,
8654,,,77.98,1,021554.1,+424925
8655,11.15,11028,87.90,1,021547.7,-134925
8656,10.99,9393,,,,
8657,11.46,6242,,,,
8663,11.97,11843,,,,
8670,11.05,7698,,,,
8673,11.58,1665,21.09,2,021610.5,-115536
8676,10.38,4577,97.72,1,021612.8,+323858
8678,10.61,2749,32.51,2,021615.1,+283559
8680,11.07,13694,,,,
8687,11.08,14771,,,,
8688,11.69,17237,,,,
8691,,,27.16,1,021632.0,+281216
8692,9.74,3765,,,,
8699,11.13,19131,,,,
8702,11.57,8221,,,,
8703,11.77,12050,214.78,1,021651.8,-031134
8715,12.14,11188,,,,
8718,10.00,6125,,,,
8722,10.55,3482,34.36,1,021710.7,+143252
8737,10.44,5026,,,,
8743,10.20,8590,127.64,1,021727.1,-595140
8746,11.60,11297,,,,
8747,11.07,8106,106.17,1,021731.5,-695412
8755,11.86,9662,,,,
8758,9.86,3412,,,,
8759,12.46,12584,,,,
8766,10.16,4555,,,,
8770,10.70,3603,,,,
8771,11.29,11117,,,,
8772,11.98,6110,,,,
8773,10.89,8233,,,,
8774,12.01,9129,,,,
8775,8.80,3659,54.20,1,021759.6,+143238
8778,,,98.63,2,021800.3,+315254
8780,10.78,5902,113.76,1,021802.4,-473214
8781,,,67.30,1,021802.5,-274906
8785,11.87,4651,,,,
8786,11.08,7783,,,,
8788,,,26.06,1,021815.2,+131215
8789,10.55,5593,,,,
8790,12.33,4838,,,,
8796,,,147.91,1,021818.3,+372751
8800,12.13,14238,,,,
8802,10.73,8851,,,,
8804,10.88,4823,,,,
8805,12.49,12199,,,,
8808,11.68,10578,145.21,1,021834.9,-254524
8809,12.16,14400,189.67,1,021836.9,-610342
8813,10.14,4734,83.95,1,021838.8,-065413
8815,11.21,9562,,,,
8821,,,69.82,1,021844.1,+303008
8822,9.60,5017,61.94,1,021845.3,-063820
8824,12.36,19366,,,,
8826,,,59.16,1,021856.0,+150928
8827,10.89,3670,,,,
8833,11.96,2172,,,,
8835,11.85,5897,,,,
8838,,,119.12,1,021857.1,+044853
8839,9.96,10251,,,,
8841,9.03,5061,59.43,1,021905.2,-064727
8843,10.46,5090,,,,
8847,11.13,5656,,,,
8851,,,20.04,2,021914.8,-185555
8855,12.37,18708,,,,
8860,11.68,14533,,,,
8862,,,23.12,2,021929.2,-212607
8866,11.20,6184,,,,
8868,10.47,4108,71.45,1,021932.6,-160411
8871,10.33,4872,,,,
8872,10.81,10835,,,,
8874,10.63,3684,,,,
8878,12.44,11464,,,,
8882,10.66,4743,77.27,1,021952.7,+290209
8886,11.83,9591,,,,
8887,10.84,12047,,,,
8888,10.14,4829,71.45,1,021958.6,-412411
8891,11.11,5784,,,,
8896,11.30,2118,30.48,2,022006.1,-194502
8898,12.22,6056,,,,
8901,12.06,8890,117.49,1,022015.6,-584229
8904,,,106.17,1,022019.9,+080217
8907,10.94,10867,,,,
8909,12.09,9200,,,,
8913,,,27.80,1,022029.2,+064837
8922,12.26,15990,,,,
8926,12.30,9777,,,,
8927,11.73,20487,,,,
8929,10.93,7055,,,,
8930,10.90,6184,,,,
8933,10.43,5156,,,,
8935,11.50,9702,127.06,1,022100.8,-204924
8936,11.65,9338,,,,
8941,11.08,9200,,,,
8942,9.77,4853,,,,
8943,11.61,9437,,,,
8944,9.00,4484,,,,
8949,11.10,4731,,,,
8950,,,121.90,1,022118.5,+134304
8954,,,46.56,1,022125.3,+252522
8955,11.16,6425,,,,
8956,10.97,3853,33.27,1,022123.7,+163359
8957,12.03,4587,,,,
8959,12.06,4862,,,,
8961,10.34,7341,,,,
8963,11.02,3697,,,,
8964,,,57.28,1,022131.0,+141154
8969,10.28,5076,,,,
8973,10.87,5905,,,,
8974,9.85,2041,29.38,2,022136.5,-053117
8976,12.16,9853,,,,
8978,12.12,4399,,,,
8980,10.92,4679,,,,
8982,,,59.98,1,022148.5,+165228
8984,,,41.88,2,022146.4,+330115
8986,9.96,4988,48.53,1,022147.2,-100125
8987,11.85,6078,,,,
8990,10.66,1346,,,,
8995,12.33,4761,66.99,1,022158.9,-372717
8997,8.37,3761,,,,
8999,10.98,5935,,,,
9000,11.21,8720,145.88,1,022202.8,-583629
9006,11.09,19509,,,,
9008,11.34,9285,,,,
9009,10.49,5700,,,,
9011,,,57.54,1,022212.5,+284404
9015,10.74,14108,,,,
9016,,,53.95,1,022213.3,+120148
9017,11.13,6141,,,,
9021,12.13,6719,,,,
9028,,,26.42,1,022230.1,-003702
9030,9.97,4879,,,,
9031,,,9.12,2,022233.5,+422049
9035,10.13,4847,82.41,1,022240.9,+281524
9036,10.94,12914,,,,
9038,11.81,13532,,,,
9041,10.00,5047,67.30,1,022247.3,-412216
9051,10.21,6370,75.51,1,022258.5,+430042
9052,11.61,12748,,,,
9054,10.44,1455,25.94,2,022302.6,-204242
9057,,,18.11,2,022304.6,-211401
9062,10.13,5636,,,,
9063,11.40,5616,,,,
9067,,,73.79,1,022311.7,+425929
9069,12.30,5151,,,,
9070,10.84,9620,122.46,1,022318.7,-185023
9071,11.23,9863,,,,
9073,9.66,5281,,,,
9074,10.51,9848,,,,
9078,,,152.76,1,022331.8,+252754
9079,10.87,9513,,,,
9083,11.28,9250,,,,
9091,11.50,4978,,,,
9095,10.75,10064,,,,
9099,11.05,4872,,,,
9100,10.70,9287,84.33,1,022353.7,-072109
9102,,,164.44,1,022355.5,+272932
9104,11.22,10515,139.32,1,022355.9,+370345
9108,10.98,5445,,,,
9112,10.49,5120,,,,
9113,11.56,12750,,,,
9115,9.86,4480,,,,
9116,10.87,5973,,,,
9118,,,109.65,1,022412.4,+052222
9124,10.36,9156,,,,
9126,11.17,1094,19.95,1,022424.8,-020944
9129,10.80,5091,,,,
9130,11.17,12633,,,,
9132,10.76,9215,108.64,1,022429.1,-582602
9141,,,136.14,1,022440.6,-190830
9143,10.78,9396,128.82,1,022442.2,+253339
9148,11.26,3883,,,,
9150,9.90,5705,116.41,1,022444.4,+423722
9152,11.18,5542,,,,
9157,10.42,5091,78.34,1,022453.3,+431929
9172,10.52,2871,,,,
9173,10.22,9877,225.94,1,022504.6,+221302
9177,11.02,6218,,,,
9179,11.11,5744,,,,
9180,10.85,5602,,,,
9183,,,172.98,1,022514.1,+205718
9184,11.23,7791,,,,
9186,,,56.23,2,022515.3,+452705
9187,11.13,9469,,,,
9188,10.16,4468,,,,
9191,12.14,9173,,,,
9195,12.06,9377,,,,
9197,10.37,4766,62.81,1,022522.8,+420207
9201,9.38,4988,65.46,1,022526.8,+414927
9202,10.73,9838,138.68,1,022527.3,+371028
9203,11.03,5161,,,,
9204,11.77,4662,44.26,1,022528.3,-253816
9205,10.93,3655,,,,
9207,12.20,11300,,,,
9209,10.19,4652,,,,
9213,10.88,4937,,,,
9214,,,75.16,1,022538.4,+230003
9215,10.56,10584,139.32,1,022538.1,+365751
9217,11.59,15062,184.50,1,022536.5,-160634
9221,9.97,5554,79.07,1,022542.4,+415722
9222,10.87,4194,73.45,1,022542.8,+414638
9231,11.02,4981,,,,
9232,10.56,9575,,,,
9233,11.02,10288,,,,
9234,10.04,6350,,,,
9236,,,16.14,2,022550.8,+182946
9237,10.46,9696,,,,
9243,11.16,10291,,,,
9245,10.74,9376,,,,
9247,9.76,4648,,,,
9248,11.82,5279,,,,
9249,11.30,16112,191.43,1,022600.7,-235739
9251,10.68,4846,,,,
9253,10.44,5324,79.43,2,022605.1,+420837
9256,10.39,6159,95.06,1,022606.7,-001955
9258,9.75,5157,,,,
9259,,,138.68,1,022609.7,+364705
9260,10.30,9287,,,,
9261,10.69,9976,,,,
9265,,,139.96,1,022612.2,+371317
9267,10.87,10111,,,,
9269,11.96,5781,,,,
9270,10.71,9815,,,,
9271,10.29,5018,,,,
9272,,,32.06,2,022621.3,-095026
9273,10.90,1355,16.98,2,022621.7,-241725
9276,12.23,17351,,,,
9277,,,164.44,1,022625.7,+225944
9278,10.58,9489,,,,
9279,12.17,3536,,,,
9281,,,139.32,1,022627.6,+370225
9287,11.92,6664,81.28,1,022633.4,-155051
9291,11.54,10248,,,,
9292,10.39,8012,,,,
9294,10.35,7360,,,,
9297,11.21,15764,178.65,1,022636.2,-232502
9300,11.10,3571,,,,
9301,10.88,5506,,,,
9302,9.61,4191,70.47,1,022646.8,+202950
9305,11.16,9755,,,,
9307,11.15,4117,,,,
9313,,,34.67,1,022656.4,+203158
9316,11.63,9972,,,,
9318,11.51,20339,,,,
9319,12.39,6715,,,,
9320,12.33,6743,,,,
9323,10.66,9641,115.88,1,022702.3,-191514
9324,12.04,9817,146.55,1,022705.4,-190540
9325,12.22,16280,,,,
9329,10.74,9676,136.14,1,022717.9,-191122
9332,,,8.67,4,022716.9,+333444
9333,12.24,12843,,,,
9334,12.46,4555,,,,
9338,11.81,4949,,,,
9341,10.48,5272,,,,
9345,11.06,9100,,,,
9346,11.20,13932,,,,
9348,11.06,5330,,,,
9350,11.94,14810,,,,
9351,10.57,4847,,,,
9352,10.75,6111,,,,
9353,,,128.82,1,022733.2,+230335
9354,12.49,1871,19.32,2,022733.0,-100957
9355,10.63,5441,,,,
9359,,,28.05,2,022737.4,-010921
9368,11.02,4888,,,,
9373,10.51,10659,,,,
9374,10.81,7208,,,,
9376,,,179.47,1,022751.4,+003005
9378,11.38,14758,,,,
9379,9.14,3835,,,,
9380,11.69,10697,,,,
9382,,,114.29,1,022801.5,+214752
9383,9.75,10057,,,,
9385,12.19,5399,71.45,1,022805.2,-475121
9386,11.01,5242,,,,
9387,11.21,7279,,,,
9390,11.95,5860,,,,
9398,,,96.38,1,022822.1,+231252
9399,9.56,4762,43.25,2,022814.5,+311840
9402,10.61,4993,,,,
9407,11.18,5268,,,,
9408,10.91,4465,56.75,1,022820.1,-315251
9412,12.10,9374,,,,
9413,,,57.28,1,022827.3,+153624
9414,11.03,1361,16.83,1,022827.8,-010905
9416,9.43,4728,,,,
9417,10.80,4272,,,,
9418,12.17,10023,,,,
9420,10.38,4739,52.97,1,022833.1,-190232
9421,,,58.61,1,022833.3,-185858
9423,9.64,3857,,,,
9426,9.43,4249,57.02,1,022837.3,-103221
9427,11.67,4443,,,,
9428,,,128.82,1,022839.8,+230044
9431,11.88,4539,,,,
9432,10.31,4821,,,,
9433,11.00,4901,,,,
9436,11.80,4727,,,,
9437,12.36,17012,,,,
9438,10.50,5207,66.07,1,022851.6,-412408
9439,11.11,13421,,,,
9440,,,49.89,1,022854.3,+252038
9443,12.21,11369,,,,
9446,11.55,10288,,,,
9447,,,19.86,1,022858.8,+280838
9449,10.79,11096,,,,
9452,,,82.79,1,022907.1,-305949
9454,11.70,4394,,,,
9457,9.83,4212,62.52,1,022909.7,-104941
9459,10.65,7253,,,,
9461,11.06,4465,,,,
9462,9.89,9344,131.22,1,022914.0,+230457
9463,11.06,5372,,,,
9465,10.30,4905,,,,
9469,,,67.30,1,022922.8,+472925
9470,10.72,8190,,,,
9472,11.16,5008,,,,
9474,12.08,18445,,,,
9475,,,50.12,1,022926.3,+201302
9476,10.97,4869,,,,
9477,10.49,5286,,,,
9478,9.46,4813,,,,
9479,12.21,4668,,,,
9484,11.59,9461,,,,
9485,10.38,2178,,,,
9486,9.35,5078,71.78,1,022931.8,-424841
9490,11.62,8435,,,,
9494,11.14,13924,,,,
9496,11.21,9377,,,,
9502,12.22,18929,,,,
9503,11.65,4690,,,,
9504,11.53,5602,,,,
9507,10.90,9254,111.17,1,022949.9,+230631
9510,,,30.62,2,022954.1,+251522
9511,11.27,16658,,,,
9512,10.50,9306,127.06,1,022954.4,+230549
9516,11.06,4334,,,,
9523,10.54,4601,,,,
9524,11.23,11358,,,,
9527,10.75,8319,137.40,1,023016.5,+230911
9529,11.59,9335,133.05,1,023016.5,-581010
9535,,,71.45,1,023023.5,-204059
9536,11.77,17028,,,,
9541,11.24,5308,,,,
9544,9.98,5392,76.91,1,023027.9,-430137
9545,11.75,1264,,,,
9546,11.12,10306,,,,
9547,11.04,8856,111.69,1,023031.0,+225658
9549,8.92,1250,24.32,2,023033.2,-010632
9550,9.82,4552,74.82,2,023033.7,+321033
9551,12.03,4436,53.70,1,023036.0,-313546
9552,11.20,8800,157.76,1,023033.9,-043729
9553,10.82,9780,,,,
9555,10.64,4506,,,,
9556,9.87,5543,58.61,1,023038.5,+421355
9560,8.96,5491,71.12,5,023042.8,-025621
9563,11.04,5282,,,,
9566,9.32,393,10.28,1,023048.7,+370811
9567,10.23,4361,,,,
9575,,,67.92,1,023051.4,+035119
9578,12.40,4989,,,,
9580,10.90,9558,,,,
9582,9.32,4492,,,,
9585,10.37,9502,,,,
9586,9.56,4529,,,,
9588,10.55,6120,,,,
9589,10.39,6241,,,,
9590,11.11,5603,65.16,2,023114.3,+402324
9595,10.47,5655,,,,
9597,10.90,4643,,,,
9598,,,106.66,1,023126.1,+012046
9600,11.40,8888,,,,
9602,10.89,9662,133.05,1,023126.2,-173913
9603,12.20,17011,,,,
9604,11.72,6263,,,,
9614,9.77,5208,49.66,1,023138.7,-443128
9616,10.54,5342,,,,
9617,,,68.55,2,023143.4,+001736
9618,11.24,7806,107.15,3,023140.0,+392242
9620,12.17,6889,,,,
9621,10.56,4600,56.75,1,023141.3,-091801
9626,10.51,9893,,,,
9634,10.08,4904,,,,
9636,11.12,8287,,,,
9638,,,20.70,2,023152.2,+190911
9642,10.38,6390,,,,
9643,,,79.43,1,023159.6,+005436
9645,10.97,8829,,,,
9648,11.20,11098,142.56,1,023207.1,-012143
9649,12.16,4119,,,,
9650,10.74,8149,,,,
9653,10.58,6193,,,,
9654,9.99,8456,89.95,1,023212.7,-171301
9658,10.79,1885,,,,
9663,10.87,6620,,,,
9664,10.58,8963,,,,
9665,10.02,378,10.96,2,023223.9,+352940
9666,12.21,6613,,,,
9668,10.85,4679,65.46,1,023228.3,+415639
9671,11.00,4946,,,,
9675,11.25,8596,147.91,1,023241.6,+210157
9676,10.89,9302,,,,
9680,,,78.34,1,023239.3,+003702
9682,9.47,4417,,,,
9683,11.05,5758,,,,
9684,10.49,5926,,,,
9687,,,110.15,1,023242.4,-330009
9688,12.01,8497,,,,
9696,11.12,7549,,,,
9697,10.69,8090,,,,
9707,,,71.78,1,023253.8,+231939
9710,11.41,4367,,,,
9711,11.10,6478,,,,
9712,10.30,4032,,,,
9713,10.63,4286,59.98,1,023303.4,-104536
9718,10.43,9395,,,,
9720,12.09,19577,,,,
9721,,,41.69,1,023315.8,-114442
9724,11.11,4795,,,,
9728,10.89,8834,,,,
9729,10.71,5194,72.11,1,023318.2,+222337
9735,10.08,5831,,,,
9736,11.10,8695,,,,
9738,,,55.98,1,023324.4,+203443
9740,11.09,4980,,,,
9745,10.96,7979,84.72,1,023331.1,+063139
9746,10.95,9753,133.05,1,023332.2,-201056
9751,,,150.66,1,023337.3,+323214
9753,,,107.65,1,023338.7,+062823
9754,10.52,9430,,,,
9758,11.25,10334,,,,
9762,11.03,7324,79.07,1,023346.1,-163040
9765,,,54.45,1,023356.3,+005525
9770,11.59,16720,,,,
9773,10.73,4878,69.18,2,023358.5,+442040
9776,9.17,4063,46.13,2,023400.0,+205836
9778,11.01,6339,,,,
9779,9.61,3408,,,,
9781,9.25,4292,,,,
9788,7.92,1315,15.28,2,023413.4,+291839
9794,9.72,4480,,,,
9795,9.18,4629,61.94,2,023420.1,+323020
9798,10.78,4449,60.81,1,023425.9,-141618
9800,10.57,4562,66.68,2,023424.5,-105037
9801,11.60,8660,,,,
9802,9.66,4279,,,,
9804,10.82,4812,,,,
9806,12.22,8614,,,,
9810,,,166.72,1,023437.8,-005847
9816,11.13,3564,38.02,2,023436.8,+345209
9819,9.41,4120,,,,
9821,9.21,4514,,,,
9822,10.98,6412,,,,
9824,,,135.52,1,023454.9,-004746
9826,10.74,4525,55.72,1,023453.8,-133929
9827,10.79,4376,,,,
9828,,,39.45,1,023510.1,+205109
9829,11.39,17768,,,,
9831,10.22,5593,,,,
9832,11.94,16926,,,,
9835,9.65,5771,,,,
9837,,,127.06,1,023524.5,+195628
9838,9.07,5531,,,,
9839,11.54,5194,,,,
9841,10.78,3673,,,,
9843,7.03,1329,15.14,1,023527.9,-092123
9846,10.73,1329,,,,
9847,12.25,7101,,,,
9851,10.51,4490,,,,
9852,10.77,3567,36.64,1,023537.3,+373819
9854,10.40,6034,,,,
9857,,,82.41,1,023543.4,+112756
9858,10.72,6158,,,,
9860,10.44,4367,,,,
9861,10.18,4405,57.54,1,023544.6,-133918
9862,11.12,5387,,,,
9864,10.51,8130,82.04,1,023547.8,-741431
9867,,,152.05,1,023603.4,-171540
9868,10.91,16683,,,,
9869,,,38.55,2,023601.0,+002512
9870,10.40,5400,,,,
9873,10.29,4963,,,,
9874,12.20,9457,,,,
9875,,,96.83,1,023606.7,+013312
9877,11.64,4242,,,,
9878,11.04,12862,122.46,1,023613.4,-091835
9879,11.76,6828,,,,
9881,,,49.20,1,023609.7,+235356
9884,10.81,5129,,,,
9888,,,13.24,2,023616.2,+252524
9890,9.44,3272,,,,
9891,10.83,6350,,,,
9892,,,3.45,1,023635.4,+593916
9893,11.49,13098,,,,
9894,,,90.78,1,023623.6,+004230
9895,11.10,4631,62.52,1,023623.8,+314241
9899,9.98,694,,,,
9901,11.12,4477,77.62,1,023630.3,+324255
9904,,,87.10,1,023631.6,+071834
9907,9.58,5508,,,,
9910,10.51,6760,,,,
9911,9.08,4313,,,,
9912,10.85,4917,,,,
9915,,,95.06,1,023655.7,+110513
9921,,,73.45,1,023657.1,-291126
9923,11.15,4196,46.13,1,023658.6,-052057
9925,10.18,5283,,,,
9931,,,112.72,1,023713.8,+195656
9932,9.55,6270,,,,
9933,10.74,7986,,,,
9936,12.27,8386,101.86,1,023724.2,-014917
9938,9.83,3909,55.72,2,023725.5,+210603
9940,12.03,10108,,,,
9948,,,80.54,1,023733.0,+013906
9949,10.91,4478,,,,
9951,9.93,4359,71.12,1,023736.6,-325528
9952,10.86,5642,,,,
9955,11.19,4550,,,,
9958,10.29,4700,,,,
9961,10.02,6249,,,,
9962,,,5.60,3,023747.8,-612025
9964,12.44,7996,,,,
9966,10.85,8014,,,,
9969,10.72,6700,,,,
9970,10.92,6363,,,,
9973,10.86,8344,104.71,3,023758.7,-015039
9976,11.80,14921,,,,
9979,11.04,4720,,,,
9983,10.14,5208,,,,
9986,11.62,13012,230.14,1,023810.4,-093238
9987,10.22,1247,,,,
9988,9.58,2334,,,,
9991,11.62,1258,,,,
9997,8.75,6354,,,,
9998,11.30,13535,,,,
10001,11.19,6167,,,,
10003,11.57,13305,149.28,1,023825.1,-271347
10006,10.77,7021,,,,
10008,10.09,3794,,,,
10009,10.86,6995,,,,
10010,8.63,1231,,,,
10013,10.75,4969,,,,
10015,9.73,4383,,,,
10020,11.61,18513,,,,
10026,10.68,4192,,,,
10028,11.06,4195,,,,
10029,10.06,4363,41.50,2,023851.9,+275048
10031,10.59,4892,61.38,1,023855.6,+090550
10032,11.55,4460,,,,
10033,11.59,7698,,,,
10034,10.10,4519,,,,
10039,12.03,5690,,,,
10041,10.35,1253,,,,
10047,,,78.34,1,023911.1,+411444
10048,8.82,3302,51.52,1,023911.8,+105048
10050,10.53,4457,,,,
10051,9.51,756,,,,
10052,,,11.02,2,023916.6,+405221
10054,,,96.38,1,023924.2,+015744
10055,9.75,3947,,,,
10060,8.58,2465,,,,
10062,10.50,4107,,,,
10063,11.07,9095,,,,
10065,9.90,1174,15.56,2,023929.3,-080806
10068,,,77.27,1,023937.2,+105037
10071,12.29,13573,,,,
